Country,Break,Lat,Long,Wave_type,Direction,Bottom,Difficulty
australia,Burleigh Heads,-28.08712577819824,153.46046447753906,Point break,Right,Sand & Rock,Advanced surfer
australia,Kirra,-28.16259574890137,153.53402709960938,Point break,Right,Sand & Rock,Advanced surfer
australia,Main Beach,-27.98136520385742,153.43574523925780,Beach break,Right,Sand,Intermediate surfer
australia,Mid Kirra Shories,-28.16508865356445,153.52751159667970,Beach break,Right & left,Sand,Beginners
australia,Snapper Rocks,-28.15903854370117,153.54920959472656,Point break,Right,Sand & Rock,Advanced surfer
australia,South Stradbroke island ,-27.93074989318848,153.42584228515625,Beach break,Right & left,Sand,Advanced surfer
australia,Superbank,-28.16024971008301,153.53952026367188,Point break,Right,Sand,Advanced surfer
australia,North Wall,-21.10075378417969,149.22453308105470,Beach break,Right & left,Sand & Rock,Beginners
australia,The Strand,-19.24276351928711,146.81013488769530,Beach break,Right & left,Unknown,Beginners
australia,Alexandra Bay,-26.38179779052734,153.11715698242188,Beach break,Right & left,Sand & Rock,Intermediate surfer
australia,Buddina,-26.70206642150879,153.13464355468750,Beach break,Right & left,Sand,Intermediate surfer
australia,First Point,-26.38294982910156,153.09199523925780,Point break,Right,Sand & Rock,Intermediate surfer
australia,Granite Bay,-26.37510681152344,153.11328125000000,Point break,Right,Sand & Rock,Intermediate surfer
australia,King's Beach ,-26.80530357360840,153.14042663574220,Beach break,Right & left,Sand & Rock,Intermediate surfer
australia,Moffat Point,-26.78939628601074,153.14497375488280,Point break,Right,Boulders,Intermediate surfer
australia,Mooloolaba,-26.68203163146973,153.12387084960938,Beach break,Right & left,Sand,Intermediate surfer
australia,National Park,-26.38018226623535,153.09576416015625,Point break,Right,Sand & Rock,Intermediate surfer
australia,Neall St  ,-26.78412818908691,153.14111328125000,Beach break,Right & left,Sand & Rock,Intermediate surfer
australia,Old Woman Island,-26.61485099792480,153.11439514160156,Reef break,Right & left,Boulders,Intermediate surfer
australia,Tea Tree Bay,-26.37802886962891,153.10357666015625,Point break,Right,Sand & Rock,Intermediate surfer
australia,The Rock,-26.67835998535156,153.13655090332030,Reef break,Right,Rocky reef,Advanced surfer
australia,Ifs&butts,-37.43929290771484,139.94998168945312,Reef break,Right & left,Rocky reef,Intermediate surfer
australia,Third Ramp ,-37.13383865356445,139.79544067382812,Beach break,Right & left,Sand,Beginners
australia,St Marys,-32.53035354614258,133.85551452636720,Beach break,Right & left,Sand,Intermediate surfer
australia,Main Beach,-35.59568023681641,137.30238342285156,Beach break,Right & left,Sand,Beginners
australia,ANZACS,-35.17761611938477,138.46267700195312,Reef break,Right & left,Sand & Rock,Intermediate surfer
australia,Boomer Beach,-35.53675842285156,138.67796325683594,Beach break,Right & left,Sand & Rock,Advanced surfer
australia,Brighton,-35.01783752441406,138.51376342773438,Beach break,Right,Sand,Intermediate surfer
australia,Chiton Rocks,-35.53784179687500,138.65788269042970,Beach break,Right & left,Sand & Rock,Intermediate surfer
australia,Cliffs,-35.51720809936523,138.74462890625000,Beach break,Right & left,Sand & Rock,Beginners
australia,Dumpers,-35.13731765747070,138.46549987792970,Beach break,Right,Sand,Intermediate surfer
australia,Fred Nerk's,-35.18643569946289,138.46377563476562,Reef break,Right & left,Rocky reef,Intermediate surfer
australia,Gulls,-35.24721527099609,138.46046447753906,Reef break,Right,Rocky reef,Intermediate surfer
australia,King's Beach,-35.60402297973633,138.58322143554688,Reef break,Right,Rocky reef,Advanced surfer
australia,Lines,-35.25672912597656,138.46086120605470,Reef break,Right,Rocky reef,Intermediate surfer
australia,Middleton,-35.51490020751953,138.70719909667970,Beach break,Right & left,Sand,Unknown
australia,Moana,-35.19599151611328,138.46795654296875,Beach break,Right & left,Sand & Rock,Beginners
australia,Moana North,-35.19301223754883,138.46588134765625,Beach break,Right & left,Sand,Beginners
australia,Parsons Beach,-35.63164520263672,138.46386718750000,Beach break,Right & left,Sand,Intermediate surfer
australia,Parsons Point,-35.63364410400391,138.47380065917970,Reef break,Left,Boulders,Intermediate surfer
australia,Petrel Cove,-35.59312820434570,138.59994506835938,Reef break,Right & left,Rocky reef,Intermediate surfer
australia,Seaford,-35.18233108520508,138.46536254882812,Reef break,Right,Sand & Rock,Intermediate surfer
australia,Seaford Reef,-35.18306732177734,138.46376037597656,Reef break,Left,Rocky reef,Intermediate surfer
australia,Southport,-35.16366958618164,138.46783447265625,Reef break,Right & left,Sand,Intermediate surfer
australia,The Hump,-35.16110992431641,138.46752929687500,Reef break,Right & left,Sand,Intermediate surfer
australia,The Trough,-35.18838119506836,138.46463012695312,Reef break,Left,Rocky reef,Intermediate surfer
australia,Three Poles,-35.17906951904297,138.46290588378906,Reef break,Right & left,Sand & Rock,Intermediate surfer
australia,Triggs 1 & 2,-35.16800308227539,138.46376037597656,Reef break,Right,Rocky reef,Intermediate surfer
australia,U Turns,-35.17373657226562,138.46221923828125,Reef break,Right & left,Rocky reef,Intermediate surfer
australia,Waitpinga Point,-35.63276290893555,138.48237609863280,Reef break,Right,Boulders,Intermediate surfer
australia,Waits,-35.63314437866211,138.49012756347656,Beach break,Right & left,Sand,Intermediate surfer
australia,Y-Steps,-35.13710784912109,138.46641540527344,Beach break,Right,Sand & Rock,Intermediate surfer
australia,Redbill,-41.86387252807617,148.28689575195312,Beach break,Right & left,Sand,Beginners
australia,Clifton,-42.98983383178711,147.53402709960938,Beach break,Right,Sand,Beginners
australia,Roaring Beach,-43.08901214599609,147.66725158691406,Beach break,Right,Sand,Intermediate surfer
australia,Shipstern Bluff,-43.21174621582031,147.74916076660156,Point break,Right,Rocky reef,Advanced surfer
australia,Coles Beach,-41.16191864013672,146.33952331542970,Beach break,Right & left,Sand,Beginners
australia,Midway Point,-41.09985733032227,146.06881713867188,Reef break,Right,Boulders,Intermediate surfer
australia,West Head,-41.07546997070312,146.71073913574220,Beach break,Right & left,Sand,Beginners
australia,Green Point Beach Marrawah,-40.89690399169922,144.67277526855470,Beach break,Right & left,Sand,Beginners
australia,Lighthouse Beach,-40.93841552734375,144.59106445312500,Beach break,Left,Sand,Intermediate surfer
australia,Bastion Point,-37.57040405273438,149.76336669921875,Breakwater / groyne,Right,Sand,Intermediate surfer
australia,The Red Bluff,-37.86675643920898,148.06484985351562,Beach break,Right & left,Rocky reef,Intermediate surfer
australia,13th beach,-38.28303527832031,144.44555664062500,Beach break,Left,Sand & Rock,Beginners
australia,Bells Beach,-38.38095855712891,144.27416992187500,Point break,Right,Rocky reef,Intermediate surfer
australia,Blacknose Point,-38.37847518920898,141.64233398437500,Point break,Right,Sand & Rock,Intermediate surfer
australia,Dredge,-38.40206527709961,142.47570800781250,Reef break,Right & left,Sand & Rock,Intermediate surfer
australia,Fairhaven,-38.46823883056641,144.07942199707030,Beach break,Right & left,Sand,Intermediate surfer
australia,Flume,-38.39387893676758,142.48971557617188,Beach break,Right & left,Sand,Beginners
australia,Grannys,-38.40181350708008,142.50082397460938,Beach break,Right & left,Sand,Beginners
australia,Japs,-38.41647720336914,142.51412963867188,Beach break,Right & left,Sand,Intermediate surfer
australia,Johanna Beach,-38.77282333374023,143.37982177734375,Beach break,Right & left,Sand,Intermediate surfer
australia,Passage,-38.40423583984375,142.46679687500000,Reef break,Right,Boulders,Intermediate surfer
australia,Torquay Surf Beach,-38.34278106689453,144.32246398925780,Beach break,Right & left,Sand,Beginners
australia,Winkipop,-38.36978912353516,144.29220581054688,Point break,Right,Rocky reef,Advanced surfer
australia,Wye River,-38.63665008544922,143.89189147949220,Beach break,Right,Sand,Intermediate surfer
australia,Point Lonsdale Back Beach,-38.29748153686523,144.59243774414062,Reef break,Right,Rocky reef,Advanced surfer
australia,RAAFs,-38.27484512329102,144.50866699218750,Beach break,Right & left,Sand & Rock,Beginners
australia,The Shack,-38.12092590332031,144.69294738769530,Breakwater / groyne,Right,Boulders,Beginners
australia,Thirteenth Beach,-38.29397964477539,144.46266174316406,Beach break,Right & left,Sand & Rock,Beginners
australia,Gunnamatta,-38.44765853881836,144.85847473144530,Beach break,Right & left,Sand,Intermediate surfer
australia,Honey Suckle,-38.42615890502930,145.07995605468750,Point break,Right,Rocky reef,Advanced surfer
australia,Meanos,-38.48598098754883,145.02828979492188,Reef break,Right & left,Rocky reef,Advanced surfer
australia,Sorrento Back,-38.34556961059570,144.72721862792970,Beach break,Right & left,Sand & Rock,Advanced surfer
australia,Berrys Beach,-38.51835632324219,145.19976806640625,Reef break,Right,Rocky reef,Advanced surfer
australia,Cape Woolamai,-38.54460906982422,145.33929443359375,Beach break,Right & left,Sand,Intermediate surfer
australia,Express Point,-38.50895309448242,145.26431274414062,Reef break,Right,Rocky reef,Advanced surfer
australia,Forest Caves,-38.51770019531250,145.30567932128906,Beach break,Right & left,Sand,Intermediate surfer
australia,Kitty Miller Bay,-38.51123428344727,145.16990661621094,Reef break,Right,Sand & Rock,Advanced surfer
australia,Right Point,-38.50452041625977,145.13867187500000,Reef break,Left,Rocky reef,Intermediate surfer
australia,Surfies Point,-38.50962448120117,145.27680969238280,Reef break,Right,Rocky reef,Intermediate surfer
australia,YCW,-38.50457000732422,145.25019836425780,Reef break,Right,Rocky reef,Beginners
australia,Whites,-38.34683990478516,141.38864135742188,Reef break,Left,Rocky reef,Advanced surfer
australia,Grinders,-21.80548858642578,114.17945098876953,Reef break,Right & left,Sand & Rock,Advanced surfer
australia,Jakes Point,-27.73394584655762,114.14488220214844,Point break,Left,Rocky reef,Advanced surfer
australia,Wish machine ,-27.70784759521484,114.15996551513672,Reef break,Right,Sand & Rock,Advanced surfer
australia,Derrs,-31.54160118103027,115.60973358154297,Reef break,Right & left,Sand & Rock,Beginners
australia,3g,-31.82841873168945,115.74225616455078,Breakwater / groyne,Left,Sand & Rock,Beginners
australia,Boogerbox,-31.87136268615723,115.75167846679688,Reef break,Right,Rocky reef,Intermediate surfer
australia,Burn Beach,-31.73057556152344,115.71933746337890,Reef break,Right & left,Rocky reef,Beginners
australia,City Beach Groyne,-31.93642997741699,115.75572967529297,Breakwater / groyne,Left,Boulders,Intermediate surfer
australia,Cottesloe,-31.99575614929199,115.74993896484375,Beach break,Right & left,Sand,Beginners
australia,Leighton Beach,-32.02728652954102,115.74594116210938,Beach break,Right & left,Sand,Beginners
australia,Mettams Pool,-31.86789894104004,115.75254058837890,Reef break,Right & left,Sand & Rock,Beginners
australia,Mullaloo Beach,-31.78560256958008,115.73045349121094,Beach break,Right & left,Sand,Beginners
australia,Scarborough Beach,-31.89242553710938,115.75418090820312,Beach break,Right & left,Sand,Beginners
australia,The Hillarys Wedge,-31.82706832885742,115.74051666259766,Breakwater / groyne,Right,Sand,Intermediate surfer
australia,Toms,-31.86093521118164,115.75227355957031,Reef break,Right & left,Boulders,Intermediate surfer
australia,Trigg Point,-31.87464141845703,115.74920654296875,Point break,Right,Sand & Rock,Intermediate surfer
australia,Cathedralls,-32.01942825317383,115.45051574707031,Reef break,Right & left,Rocky reef,Intermediate surfer
australia,Spiders,-32.01306152343750,115.47367095947266,Reef break,Right & left,Rocky reef,Intermediate surfer
australia,Strickland Bay,-32.02117538452148,115.47901153564453,Reef break,Right & left,Coral reef,Beginners
australia,Avalon,-32.58716964721680,115.64380645751953,Reef break,Left,Rocky reef,Beginners
australia,Calypso Reef,-32.61172103881836,115.62612915039062,Reef break,Left,Rocky reef,Beginners
australia,Hunchie's,-32.53492736816406,115.69016265869140,Reef break,Right & left,Sand,Intermediate surfer
australia,Mandurah Wedge,-32.60363388061523,115.62440490722656,Breakwater / groyne,Right,Sand,Advanced surfer
australia,Secret Harbour,-32.41230392456055,115.74427032470703,Beach break,Right & left,Sand,Beginners
australia,Chappy's,-33.87868118286133,121.87348175048828,Point break,Right,Sand & Rock,Intermediate surfer
australia,Middles,-34.01624298095703,122.16796875000000,Reef break,Right,Boulders,Beginners
australia,Lowlands,-34.97220230102539,117.46891021728516,Point break,Right,Sand,Intermediate surfer
australia,Nanarup,-35.00168609619141,118.06124114990234,Point break,Right,Sand & Rock,Intermediate surfer
australia,Ocean Beach,-35.03045272827148,117.33158111572266,Point break,Right,Sand & Rock,Intermediate surfer
australia,Salmon Holes,-35.10325241088867,117.96812438964844,Reef break,Right,Rocky reef,Advanced surfer
australia,Sand Patch,-35.07060241699219,117.80178070068360,Beach break,Right & left,Sand,Advanced surfer
australia,Smiths Reef ,-33.66942596435547,114.99703216552734,Reef break,Right & left,Rocky reef,Intermediate surfer
australia,Supertubes,-33.65145874023438,115.02022552490234,Reef break,Right & left,Coral reef,Intermediate surfer
australia,Surfers Point,-33.97739028930664,114.98307800292969,Reef break,Left,Rocky reef,Advanced surfer
australia,Binningup,-33.15077590942383,115.68637847900390,Reef break,Right & left,Coral reef,Intermediate surfer
new_zealand,Anchor Bay,-36.36983871459961,174.84118652343750,Beach break,Left,Sand,Beginners
new_zealand,Army Bay Reef,-36.59849929809570,174.81661987304688,Reef break,Right,Rocky reef,Advanced surfer
new_zealand,Orere Point,-36.95729827880859,175.24021911621094,Point break,Right & left,Sand & Rock,Beginners
new_zealand,Orewa Bar ,-36.59747695922852,174.70321655273438,Rivermouth,Right,Sand,Intermediate surfer
new_zealand,Piha,-36.95078277587891,174.46409606933594,Beach break,Right & left,Sand,Intermediate surfer
new_zealand,Takapuna Reef,-36.78479385375977,174.77651977539062,Reef break,Right & left,Rocky reef,Beginners
new_zealand,Cross Roads,-37.65397644042969,176.20883178710938,Beach break,Right & left,Sand,Beginners
new_zealand,Mount Maunganui,-37.62483596801758,176.18276977539062,Beach break,Right & left,Sand,Beginners
new_zealand,Ohope,-37.96238708496094,177.03269958496094,Beach break,Right & left,Sand,Beginners
new_zealand,Papamoa,-37.68924713134766,176.27532958984375,Beach break,Right & left,Sand,Beginners
new_zealand,Pukehina Beach,-37.79186630249023,176.53077697753906,Beach break,Right & left,Sand,Intermediate surfer
new_zealand,Whangamata,-37.45305633544922,176.03393554687500,Reef break,Right,Boulders,Beginners
new_zealand,Makorori North,-38.65121459960938,178.12605285644530,Beach break,Right & left,Sand,Beginners
new_zealand,Makorori Point,-38.66262435913086,178.10769653320312,Point break,Right,Rocky reef,Intermediate surfer
new_zealand,Outside Reef,-37.62775039672852,178.38285827636720,Point break,Right,Boulders,Advanced surfer
new_zealand,Roberts Road,-38.67122268676758,178.01312255859375,Beach break,Right & left,Sand,Beginners
new_zealand,Sponge Bay,-38.69968795776367,178.05776977539062,Beach break,Right,Sand & Rock,Beginners
new_zealand,The Pipe,-38.67262649536133,178.00010681152344,Beach break,Right & left,Sand,Intermediate surfer
new_zealand,Wainui Beach,-38.69207382202148,178.08468627929688,Beach break,Right & left,Sand,Beginners
new_zealand,Kai Iwi,-39.88523864746094,174.89668273925780,Beach break,Right & left,Sand,Beginners
new_zealand,"North Mole, Whanganui Rivermouth",-39.94684600830078,174.97976684570312,Beach break,Right & left,Sand,Intermediate surfer
new_zealand,South Beach,-39.96277999877930,175.01611328125000,Beach break,Right & left,Sand,Intermediate surfer
new_zealand,Mangawhai Beach ,-36.07712936401367,174.59936523437500,Beach break,Right & left,Sand,Intermediate surfer
new_zealand,Sandy Bay,-35.55534362792969,174.47662353515625,Beach break,Right & left,Sand,Beginners
new_zealand,The Box,-35.19874954223633,173.06701660156250,Reef break,Right,Rocky reef,Advanced surfer
new_zealand,Arawhata,-39.41993331909180,173.80162048339844,Beach break,Right,Rocky reef,Intermediate surfer
new_zealand,Back Beach,-39.07517623901367,174.00042724609375,Beach break,Right,Sand,Beginners
new_zealand,Fitzroy Beach,-39.03918457031250,174.09364318847656,Beach break,Right & left,Sand,Beginners
new_zealand,Stent Road,-39.22985839843750,173.76741027832030,Point break,Right,Boulders,Intermediate surfer
new_zealand,Port Waikato Sunset beach,-37.38788986206055,174.69601440429688,Beach break,Right & left,Sand,Beginners
new_zealand,Raglan - Manu Bay,-37.81982040405273,174.81513977050780,Point break,Left,Rocky reef,Intermediate surfer
new_zealand,Whangamata Beach,-37.20941543579102,175.87866210937500,Beach break,Right & left,Sand,Unknown
new_zealand,Airport Reef,-41.33718872070312,174.80778503417970,Reef break,Right & left,Rocky reef,Intermediate surfer
new_zealand,Ledge,-41.12827682495117,174.78884887695312,Reef break,Left,Rocky reef,Advanced surfer
new_zealand,Subjects,-41.28559494018555,174.80361938476562,Point break,Right & left,Sand & Rock,Beginners
new_zealand,The Wall,-41.32990264892578,174.80415344238280,Breakwater / groyne,Right & left,Sand & Rock,Intermediate surfer
new_zealand,Uriti,-41.13555145263672,176.05152893066406,Beach break,Right & left,Sand,Intermediate surfer
new_zealand,Gore Bay,-42.86828994750977,173.31962585449220,Beach break,Right & left,Sand,Beginners
new_zealand,Waikuku,-43.28920364379883,172.71914672851562,Beach break,Right & left,Sand,Beginners
new_zealand,Magnet Bay,-43.84483337402344,172.73826599121094,Point break,Left,Boulders,Intermediate surfer
new_zealand,New Brighton,-43.50638580322266,172.73175048828125,Beach break,Right & left,Sand,Intermediate surfer
new_zealand,Scarborough,-43.58039093017578,172.77099609375000,Beach break,Right,Sand,Beginners
new_zealand,taylors,-43.60823822021484,172.83142089843750,Beach break,Right,Sand,Intermediate surfer
new_zealand,Taylors Mistake,-43.58231735229492,172.77786254882812,Beach break,Right & left,Sand,Intermediate surfer
new_zealand,Te Oka Bay,-43.85275650024414,172.78218078613280,Beach break,Right & left,Sand,Beginners
new_zealand,Waimari Beach,-43.48163604736328,172.72605895996094,Beach break,Right & left,Sand,Beginners
new_zealand,Kahutara,-42.43865966796875,173.59634399414062,Reef break,Right,Rocky reef,Intermediate surfer
new_zealand,Mangamaunu,-42.30473709106445,173.75495910644530,Point break,Right,Rocky reef,Intermediate surfer
new_zealand,St Clair Beach,-45.91485595703125,170.49339294433594,Beach break,Right & left,Sand,Beginners
new_zealand,St Kilda,-45.90864562988281,170.52064514160156,Beach break,Right & left,Sand,Beginners
new_zealand,Curio Bay,-46.65373611450195,169.10591125488280,Beach break,Right & left,Sand,Unknown
pacific_islands,Matu'u,-14.30196571350098,-170.68212890625000,Reef break,Right & left,Coral reef,Intermediate surfer
pacific_islands,Golf Course,-21.20249748229980,-159.82095336914062,Reef break,Left,Coral reef,Advanced surfer
pacific_islands,Motutapu,-21.24448204040527,-159.72225952148438,Reef break,Right,Boulders,Beginners
pacific_islands,Hangoa Roa,-27.15203285217285,-109.43945312500000,Reef break,Right & left,Rocky reef,Intermediate surfer
pacific_islands,Cloudbreak,-17.88465881347656,177.18475341796875,Reef break,Left,Coral reef,Advanced surfer
pacific_islands,Frigates Passage,-18.47260856628418,177.92315673828125,Reef break,Left,Coral reef,Advanced surfer
pacific_islands,Restaurants,-17.86190795898438,177.20417785644530,Reef break,Left,Coral reef,Beginners
pacific_islands,Wilkes Pass,-17.84348678588867,177.16569519042970,Reef break,Right,Coral reef,Intermediate surfer
pacific_islands,Teahupoo,-17.86701393127441,-149.25570678710938,Reef break,Left,Coral reef,Advanced surfer
pacific_islands,Gouaro,-21.62511634826660,165.44166564941406,Reef break,Right,Coral reef,Intermediate surfer
pacific_islands,Nera left hander,-21.62228393554688,165.45899963378906,Rivermouth,Right & left,Sand,Beginners
pacific_islands,Secret,-21.69359016418457,165.45996093750000,Reef break,Left,Coral reef,Advanced surfer
pacific_islands,Snorky,-21.64246940612793,165.46308898925780,Reef break,Left,Coral reef,Intermediate surfer
pacific_islands,Kavieng,-2.37236881256104,149.94140625000000,Reef break,Right,Coral reef,Intermediate surfer
pacific_islands,Kiaps ,-1.95706331729889,147.29472351074220,Reef break,Left,Coral reef,Intermediate surfer
pacific_islands,Polly Pipes,-8.60546302795410,150.85464477539062,Rivermouth,Right & left,Sand & Rock,Advanced surfer
pacific_islands,Tupira Mira,-4.49034929275513,145.42808532714844,Reef break,Right,Coral reef,Intermediate surfer
pacific_islands,Dolphins,-7.46800661087036,158.33529663085938,Reef break,Right & left,Coral reef,Intermediate surfer
pacific_islands,Paptura's,-7.56841611862183,158.77218627929688,Reef break,Right & left,Rocky reef,Intermediate surfer
pacific_islands,Motels,-21.08637809753418,-175.35424804687500,Reef break,Right & left,Coral reef,Intermediate surfer
pacific_islands,Pango Point,-17.78627967834473,168.28604125976562,Reef break,Right & left,Coral reef,Intermediate surfer
azores,Areal Santa Barbara,37.81787109375000,-25.54488563537598,Beach break,Right & left,Sand,Intermediate surfer
azores,Baia das Quatro Ribeiras,38.79851531982422,-27.18575477600098,Reef break,Right & left,Rocky reef,Intermediate surfer
azores,Baixa da Vila Nova,38.78968429565430,-27.12653160095215,Reef break,Right & left,Rocky reef,Advanced surfer
azores,Fajã da Caldeira de Santo Cristo,38.62116241455078,-27.92037963867188,Point break,Right & left,Rocky reef,Intermediate surfer
azores,Praia do Norte,38.61251068115234,-28.76098442077637,Point break,Left,Rocky reef,Intermediate surfer
canary_islands,Caletta,28.75577163696289,-13.92216682434082,Reef break,Right & left,Rocky reef,Advanced surfer
canary_islands,Cofete Beach,28.11127853393555,-14.39260482788086,Beach break,Right & left,Sand,Beginners
canary_islands,Derecha de los Alemanes,28.73904609680176,-13.95595169067383,Reef break,Right,Rocky reef,Intermediate surfer
canary_islands,El Cotillo,28.67492485046387,-14.01898384094238,Beach break,Right & left,Sand,Beginners
canary_islands,El Muelle,28.74304580688477,-13.86390399932861,Point break,Right & left,Rocky reef,Intermediate surfer
canary_islands,La Pared,28.21547508239746,-14.22523498535156,Beach break,Right & left,Sand,Beginners
canary_islands,Majanicho,28.74764442443848,-13.93723011016846,Reef break,Right,Boulders,Intermediate surfer
canary_islands,Playa de Esquinzo,28.63591003417969,-14.03142929077148,Beach break,Right & left,Sand,Beginners
canary_islands,Pop Corn Reef,28.75802803039551,-13.89221191406250,Reef break,Right,Sand & Rock,Advanced surfer
canary_islands,Rocky Point,28.73390960693359,-13.85624885559082,Reef break,Right & left,Rocky reef,Beginners
canary_islands,Spew Pits,28.69510459899902,-14.02516365051270,Reef break,Right & left,Rocky reef,Intermediate surfer
canary_islands,Suicides,28.75923156738281,-13.89584732055664,Reef break,Right & left,Rocky reef,Advanced surfer
canary_islands,The Bubble,28.74263954162598,-13.95179939270020,Reef break,Right & left,Rocky reef,Advanced surfer
canary_islands,Arguineguin,27.75008773803711,-15.68538665771484,Point break,Right,Boulders,Beginners
canary_islands,El Confital,28.15722274780273,-15.44282913208008,Reef break,Right,Sand & Rock,Advanced surfer
canary_islands,El Lloret,28.13027954101562,-15.45364379882812,Point break,Right,Rocky reef,Advanced surfer
canary_islands,La Cicer,28.13406372070312,-15.44845104217529,Beach break,Right & left,Sand,Beginners
canary_islands,Playa del Hombre,27.99677848815918,-15.37447071075439,Beach break,Right & left,Sand,Beginners
canary_islands,Playa del Ingles,27.75479698181152,-15.56007385253906,Reef break,Right,Boulders,Beginners
canary_islands,Condesa,28.08345413208008,-17.33760643005371,Reef break,Right & left,Rocky reef,Unknown
canary_islands,Valle Gran Rey Playa,28.09405517578125,-17.34402275085449,Reef break,Right & left,Rocky reef,Intermediate surfer
canary_islands,Los Guirres,28.61042594909668,-17.92474174499512,Reef break,Right,Rocky reef,Intermediate surfer
canary_islands,Nogales,28.76058578491211,-17.74008750915527,Beach break,Right & left,Unknown,Intermediate surfer
canary_islands,Zamora,28.51478195190430,-17.87525939941406,Reef break,Right & left,Sand & Rock,Intermediate surfer
canary_islands,Famara Beach,29.11857414245605,-13.55369186401367,Beach break,Right & left,Sand & Rock,Beginners
canary_islands,La Santa,29.11235046386719,-13.67051124572754,Reef break,Right,Rocky reef,Intermediate surfer
canary_islands,Orzola,29.20971298217773,-13.43627929687500,Beach break,Right & left,Sand,Intermediate surfer
canary_islands,Punta de las Mujeres,29.14031791687012,-13.44752311706543,Reef break,Right & left,Rocky reef,Intermediate surfer
canary_islands,San Juan,29.12847137451172,-13.57180595397949,Reef break,Left,Rocky reef,Intermediate surfer
canary_islands,Fitenia,28.05217361450195,-16.73449516296387,Reef break,Right & left,Rocky reef,Advanced surfer
canary_islands,La Izquierda,28.06319427490234,-16.73588943481445,Reef break,Left,Coral reef,Advanced surfer
canary_islands,Las Galletas,28.00629997253418,-16.65802001953125,Point break,Right & left,Rocky reef,Advanced surfer
canary_islands,Martianez,28.41842842102051,-16.53968048095703,Beach break,Right,Sand & Rock,Beginners
canary_islands,Socorro,28.39530754089355,-16.60346412658691,Beach break,Right & left,Sand & Rock,Intermediate surfer
channel_islands,Corblets Bay,49.73051452636719,-2.17342615127563,Beach break,Right & left,Sand,Beginners
channel_islands,Vazon,49.46746444702148,-2.61560440063477,Beach break,Right & left,Sand,Beginners
channel_islands,Plemont,49.25917816162109,-2.23485946655273,Beach break,Right & left,Sand,Beginners
channel_islands,Secrets,49.22369766235352,-2.22987055778503,Beach break,Right & left,Sand,Intermediate surfer
channel_islands,St. Brelade's Bay,49.18388366699219,-2.19258785247803,Beach break,Left,Sand,Beginners
channel_islands,Watersplash,49.21176528930664,-2.23211288452148,Beach break,Right & left,Sand,Intermediate surfer
denmark,Agger,56.72005081176758,8.21794509887695,Point break,Right,Sand,Beginners
denmark,Hornbaek,56.09693908691406,12.46501922607422,Beach break,Right & left,Sand,Beginners
denmark,Klitmoller,57.03989028930664,8.48994255065918,Point break,Right & left,Sand & Rock,Beginners
denmark,Vejers Strand,55.62372970581055,8.10859680175781,Beach break,Right & left,Sand,Beginners
england,Crantock,50.40785980224609,-5.12804031372070,Beach break,Right & left,Sand,Beginners
england,Crantock Rivermouth,50.40939331054688,-5.12529373168945,Rivermouth,Right,Sand,Beginners
england,Fistral Beach,50.41776275634766,-5.10417938232422,Beach break,Right & left,Sand,Beginners
england,Lusty Glaze,50.42377471923828,-5.07044792175293,Beach break,Right & left,Sand,Beginners
england,Newquay Harbor Wall,50.41756439208984,-5.08778572082520,Beach break,Left,Sand,Intermediate surfer
england,Tolcarne,50.41907882690430,-5.07366657257080,Beach break,Right & left,Sand,Beginners
england,Towan,50.41628265380859,-5.08486747741699,Beach break,Right & left,Sand,Beginners
england,Watergate Bay,50.44045257568359,-5.05920410156250,Beach break,Right & left,Sand,Beginners
england,Whipsiderry,50.42807006835938,-5.05624294281006,Reef break,Right & left,Sand & Rock,Advanced surfer
england,Booby's,50.53667068481445,-5.03165245056152,Beach break,Right & left,Sand,Beginners
england,Bude area,50.83022689819336,-4.55383300781250,Beach break,Right & left,Boulders,Intermediate surfer
england,Constantine Bay,50.53506088256836,-5.02824068069458,Beach break,Right & left,Sand & Rock,Intermediate surfer
england,Crackington,50.74264907836914,-4.64670181274414,Beach break,Right & left,Sand & Rock,Beginners
england,Harlyn,50.54414367675781,-4.99804973602295,Beach break,Right & left,Sand,Beginners
england,Hole,50.56579208374023,-4.98229980468750,Reef break,Right & left,Rocky reef,Advanced surfer
england,Polzeath,50.57694244384766,-4.92361307144165,Beach break,Right & left,Sand,Beginners
england,Trebarwith Strand,50.64924240112305,-4.77064132690430,Beach break,Right & left,Sand,Beginners
england,Trevone,50.54621887207031,-4.98354434967041,Beach break,Right,Sand & Rock,Beginners
england,Treyarnon,50.52859878540039,-5.03010749816895,Reef break,Left,Sand & Rock,Intermediate surfer
england,Watergate Bay,50.43755340576172,-5.05040645599365,Beach break,Right & left,Sand,Beginners
england,Widemouth Bay,50.78900909423828,-4.56893920898438,Beach break,Right & left,Sand,Beginners
england,Caerhays,50.23007583618164,-4.84359741210938,Beach break,Right & left,Sand,Beginners
england,Pentewan,50.28758621215820,-4.76531982421875,Beach break,Right & left,Sand,Beginners
england,Porthleven,50.08088302612305,-5.32412052154541,Reef break,Right,Rocky reef,Intermediate surfer
england,Praa Sands,50.09591674804688,-5.39222717285156,Beach break,Right & left,Sand,Beginners
england,Seaton,50.35958862304688,-4.38749313354492,Beach break,Right & left,Sand,Beginners
england,Whitsand Bay,50.31740951538086,-4.25170898437500,Beach break,Left,Sand,Beginners
