Country,Break,Lat,Long,Wave_type,Direction,Bottom,Difficulty,Fixed
australia,bribie_island,-27.06845092773438,153.20510864257812,Beach break,Right & left,Sand,Intermediate surfer,N
australia,cylinder_beach,-27.42427062988281,153.53355407714844,Point break,Right,Sand & Rock,Beginners,N
australia,pinkenba_,-27.41750907897949,153.14007568359375,Beach break,Right & left,Sand & Rock,Intermediate surfer,N
australia,redcliffe,-27.21045112609863,153.11761474609375,Beach break,Right & left,Sand & Rock,Unknown,N
australia,woorim_wall,-27.07543945312500,153.20690917968750,Beach break,Right & left,Sand,Intermediate surfer,N
australia,agnes_waters,-24.16930770874023,151.93405151367188,Point break,Right,Sand,Beginners,N
australia,big_dune,-22.99632263183594,150.78186035156250,Beach break,Right & left,Sand,Intermediate surfer,N
australia,75_mile_beach,-25.48612785339355,153.14117431640625,Beach break,Left,Sand & Rock,Advanced surfer,N
australia,burleigh_heads,-28.08712577819824,153.46046447753906,Point break,Right,Sand & Rock,Advanced surfer,N
australia,kirra,-28.16259574890137,153.53402709960938,Point break,Right,Sand & Rock,Advanced surfer,N
australia,main_beach,-27.98136520385742,153.43574523925780,Beach break,Right,Sand,Intermediate surfer,N
australia,mid_kirra_shories,-28.16508865356445,153.52751159667970,Beach break,Right & left,Sand,Beginners,N
australia,snapper_rocks,-28.15903854370117,153.54920959472656,Point break,Right,Sand & Rock,Advanced surfer,N
australia,south_stradbroke_island_,-27.93074989318848,153.42584228515625,Beach break,Right & left,Sand,Advanced surfer,N
australia,superbank,-28.16024971008301,153.53952026367188,Point break,Right,Sand,Advanced surfer,N
australia,north_wall,-21.10075378417969,149.22453308105470,Beach break,Right & left,Sand & Rock,Beginners,N
australia,the_strand,-19.24276351928711,146.81013488769530,Beach break,Right & left,Unknown,Beginners,N
australia,alexandra_bay,-26.38179779052734,153.11715698242188,Beach break,Right & left,Sand & Rock,Intermediate surfer,N
australia,buddina,-26.70206642150879,153.13464355468750,Beach break,Right & left,Sand,Intermediate surfer,N
australia,first_point,-26.38294982910156,153.09199523925780,Point break,Right,Sand & Rock,Intermediate surfer,N
australia,granite_bay,-26.37510681152344,153.11328125000000,Point break,Right,Sand & Rock,Intermediate surfer,N
australia,kings_beach_,-26.80530357360840,153.14042663574220,Beach break,Right & left,Sand & Rock,Intermediate surfer,N
australia,moffat_point,-26.78939628601074,153.14497375488280,Point break,Right,Boulders,Intermediate surfer,N
australia,mooloolaba,-26.68203163146973,153.12387084960938,Beach break,Right & left,Sand,Intermediate surfer,N
australia,national_park,-26.38018226623535,153.09576416015625,Point break,Right,Sand & Rock,Intermediate surfer,N
australia,neall_st__,-26.78412818908691,153.14111328125000,Beach break,Right & left,Sand & Rock,Intermediate surfer,N
australia,old_woman_island,-26.61485099792480,153.11439514160156,Reef break,Right & left,Boulders,Intermediate surfer,N
australia,tea_tree_bay,-26.37802886962891,153.10357666015625,Point break,Right,Sand & Rock,Intermediate surfer,N
australia,the_rock,-26.67835998535156,153.13655090332030,Reef break,Right,Rocky reef,Advanced surfer,N
australia,ifs&butts,-37.43929290771484,139.94998168945312,Reef break,Right & left,Rocky reef,Intermediate surfer,N
australia,third_ramp_,-37.13383865356445,139.79544067382812,Beach break,Right & left,Sand,Beginners,N
australia,st_marys,-32.53035354614258,133.85551452636720,Beach break,Right & left,Sand,Intermediate surfer,N
australia,main_beach,-35.59568023681641,137.30238342285156,Beach break,Right & left,Sand,Beginners,N
australia,anzacs,-35.17761611938477,138.46267700195312,Reef break,Right & left,Sand & Rock,Intermediate surfer,N
australia,boomer_beach,-35.53675842285156,138.67796325683594,Beach break,Right & left,Sand & Rock,Advanced surfer,N
australia,brighton,-35.01783752441406,138.51376342773438,Beach break,Right,Sand,Intermediate surfer,N
australia,chiton_rocks,-35.53784179687500,138.65788269042970,Beach break,Right & left,Sand & Rock,Intermediate surfer,N
australia,cliffs,-35.51720809936523,138.74462890625000,Beach break,Right & left,Sand & Rock,Beginners,N
australia,dumpers,-35.13731765747070,138.46549987792970,Beach break,Right,Sand,Intermediate surfer,N
australia,fred_nerks,-35.18643569946289,138.46377563476562,Reef break,Right & left,Rocky reef,Intermediate surfer,N
australia,gulls,-35.24721527099609,138.46046447753906,Reef break,Right,Rocky reef,Intermediate surfer,N
australia,kings_beach,-35.60402297973633,138.58322143554688,Reef break,Right,Rocky reef,Advanced surfer,N
australia,lines,-35.25672912597656,138.46086120605470,Reef break,Right,Rocky reef,Intermediate surfer,N
australia,middleton,-35.51490020751953,138.70719909667970,Beach break,Right & left,Sand,Unknown,N
australia,moana,-35.19599151611328,138.46795654296875,Beach break,Right & left,Sand & Rock,Beginners,N
australia,moana_north,-35.19301223754883,138.46588134765625,Beach break,Right & left,Sand,Beginners,N
australia,parsons_beach,-35.63164520263672,138.46386718750000,Beach break,Right & left,Sand,Intermediate surfer,N
australia,parsons_point,-35.63364410400391,138.47380065917970,Reef break,Left,Boulders,Intermediate surfer,N
australia,petrel_cove,-35.59312820434570,138.59994506835938,Reef break,Right & left,Rocky reef,Intermediate surfer,N
australia,seaford,-35.18233108520508,138.46536254882812,Reef break,Right,Sand & Rock,Intermediate surfer,N
australia,seaford_reef,-35.18306732177734,138.46376037597656,Reef break,Left,Rocky reef,Intermediate surfer,N
australia,southport,-35.16366958618164,138.46783447265625,Reef break,Right & left,Sand,Intermediate surfer,N
australia,the_hump,-35.16110992431641,138.46752929687500,Reef break,Right & left,Sand,Intermediate surfer,N
australia,the_trough,-35.18838119506836,138.46463012695312,Reef break,Left,Rocky reef,Intermediate surfer,N
australia,three_poles,-35.17906951904297,138.46290588378906,Reef break,Right & left,Sand & Rock,Intermediate surfer,N
australia,triggs_1_&_2,-35.16800308227539,138.46376037597656,Reef break,Right,Rocky reef,Intermediate surfer,N
australia,u_turns,-35.17373657226562,138.46221923828125,Reef break,Right & left,Rocky reef,Intermediate surfer,N
australia,waitpinga_point,-35.63276290893555,138.48237609863280,Reef break,Right,Boulders,Intermediate surfer,N
australia,waits,-35.63314437866211,138.49012756347656,Beach break,Right & left,Sand,Intermediate surfer,N
australia,y-steps,-35.13710784912109,138.46641540527344,Beach break,Right,Sand & Rock,Intermediate surfer,N
australia,redbill,-41.86387252807617,148.28689575195312,Beach break,Right & left,Sand,Beginners,N
australia,clifton,-42.98983383178711,147.53402709960938,Beach break,Right,Sand,Beginners,N
australia,roaring_beach,-43.08901214599609,147.66725158691406,Beach break,Right,Sand,Intermediate surfer,N
australia,shipstern_bluff,-43.21174621582031,147.74916076660156,Point break,Right,Rocky reef,Advanced surfer,N
australia,coles_beach,-41.16191864013672,146.33952331542970,Beach break,Right & left,Sand,Beginners,N
australia,midway_point,-41.09985733032227,146.06881713867188,Reef break,Right,Boulders,Intermediate surfer,N
australia,west_head,-41.07546997070312,146.71073913574220,Beach break,Right & left,Sand,Beginners,N
australia,green_point_beach_marrawah,-40.89690399169922,144.67277526855470,Beach break,Right & left,Sand,Beginners,N
australia,lighthouse_beach,-40.93841552734375,144.59106445312500,Beach break,Left,Sand,Intermediate surfer,N
australia,bastion_point,-37.57040405273438,149.76336669921875,Breakwater / groyne,Right,Sand,Intermediate surfer,N
australia,the_red_bluff,-37.86675643920898,148.06484985351562,Beach break,Right & left,Rocky reef,Intermediate surfer,N
australia,13th_beach,-38.28303527832031,144.44555664062500,Beach break,Left,Sand & Rock,Beginners,N
australia,bells_beach,-38.38095855712891,144.27416992187500,Point break,Right,Rocky reef,Intermediate surfer,N
australia,blacknose_point,-38.37847518920898,141.64233398437500,Point break,Right,Sand & Rock,Intermediate surfer,N
australia,dredge,-38.40206527709961,142.47570800781250,Reef break,Right & left,Sand & Rock,Intermediate surfer,N
australia,fairhaven,-38.46823883056641,144.07942199707030,Beach break,Right & left,Sand,Intermediate surfer,N
australia,flume,-38.39387893676758,142.48971557617188,Beach break,Right & left,Sand,Beginners,N
australia,grannys,-38.40181350708008,142.50082397460938,Beach break,Right & left,Sand,Beginners,N
australia,japs,-38.41647720336914,142.51412963867188,Beach break,Right & left,Sand,Intermediate surfer,N
australia,johanna_beach,-38.77282333374023,143.37982177734375,Beach break,Right & left,Sand,Intermediate surfer,N
australia,passage,-38.40423583984375,142.46679687500000,Reef break,Right,Boulders,Intermediate surfer,N
australia,torquay_surf_beach,-38.34278106689453,144.32246398925780,Beach break,Right & left,Sand,Beginners,N
australia,winkipop,-38.36978912353516,144.29220581054688,Point break,Right,Rocky reef,Advanced surfer,N
australia,wye_river,-38.63665008544922,143.89189147949220,Beach break,Right,Sand,Intermediate surfer,N
australia,point_lonsdale_back_beach,-38.29748153686523,144.59243774414062,Reef break,Right,Rocky reef,Advanced surfer,N
australia,raafs,-38.27484512329102,144.50866699218750,Beach break,Right & left,Sand & Rock,Beginners,N
australia,the_shack,-38.12092590332031,144.69294738769530,Breakwater / groyne,Right,Boulders,Beginners,N
australia,thirteenth_beach,-38.29397964477539,144.46266174316406,Beach break,Right & left,Sand & Rock,Beginners,N
australia,gunnamatta,-38.44765853881836,144.85847473144530,Beach break,Right & left,Sand,Intermediate surfer,N
australia,honey_suckle,-38.42615890502930,145.07995605468750,Point break,Right,Rocky reef,Advanced surfer,N
australia,meanos,-38.48598098754883,145.02828979492188,Reef break,Right & left,Rocky reef,Advanced surfer,N
australia,sorrento_back,-38.34556961059570,144.72721862792970,Beach break,Right & left,Sand & Rock,Advanced surfer,N
australia,berrys_beach,-38.51835632324219,145.19976806640625,Reef break,Right,Rocky reef,Advanced surfer,N
australia,cape_woolamai,-38.54460906982422,145.33929443359375,Beach break,Right & left,Sand,Intermediate surfer,N
australia,express_point,-38.50895309448242,145.26431274414062,Reef break,Right,Rocky reef,Advanced surfer,N
australia,forest_caves,-38.51770019531250,145.30567932128906,Beach break,Right & left,Sand,Intermediate surfer,N
australia,kitty_miller_bay,-38.51123428344727,145.16990661621094,Reef break,Right,Sand & Rock,Advanced surfer,N
australia,right_point,-38.50452041625977,145.13867187500000,Reef break,Left,Rocky reef,Intermediate surfer,N
australia,surfies_point,-38.50962448120117,145.27680969238280,Reef break,Right,Rocky reef,Intermediate surfer,N
australia,ycw,-38.50457000732422,145.25019836425780,Reef break,Right,Rocky reef,Beginners,N
australia,whites,-38.34683990478516,141.38864135742188,Reef break,Left,Rocky reef,Advanced surfer,N
australia,grinders,-21.80548858642578,114.17945098876953,Reef break,Right & left,Sand & Rock,Advanced surfer,N
australia,jakes_point,-27.73394584655762,114.14488220214844,Point break,Left,Rocky reef,Advanced surfer,N
australia,wish_machine_,-27.70784759521484,114.15996551513672,Reef break,Right,Sand & Rock,Advanced surfer,N
australia,derrs,-31.54160118103027,115.60973358154297,Reef break,Right & left,Sand & Rock,Beginners,N
australia,3g,-31.82841873168945,115.74225616455078,Breakwater / groyne,Left,Sand & Rock,Beginners,N
australia,boogerbox,-31.87136268615723,115.75167846679688,Reef break,Right,Rocky reef,Intermediate surfer,N
australia,burn_beach,-31.73057556152344,115.71933746337890,Reef break,Right & left,Rocky reef,Beginners,N
australia,city_beach_groyne,-31.93642997741699,115.75572967529297,Breakwater / groyne,Left,Boulders,Intermediate surfer,N
australia,cottesloe,-31.99575614929199,115.74993896484375,Beach break,Right & left,Sand,Beginners,N
australia,leighton_beach,-32.02728652954102,115.74594116210938,Beach break,Right & left,Sand,Beginners,N
australia,mettams_pool,-31.86789894104004,115.75254058837890,Reef break,Right & left,Sand & Rock,Beginners,N
australia,mullaloo_beach,-31.78560256958008,115.73045349121094,Beach break,Right & left,Sand,Beginners,N
australia,scarborough_beach,-31.89242553710938,115.75418090820312,Beach break,Right & left,Sand,Beginners,N
australia,the_hillarys_wedge,-31.82706832885742,115.74051666259766,Breakwater / groyne,Right,Sand,Intermediate surfer,N
australia,toms,-31.86093521118164,115.75227355957031,Reef break,Right & left,Boulders,Intermediate surfer,N
australia,trigg_point,-31.87464141845703,115.74920654296875,Point break,Right,Sand & Rock,Intermediate surfer,N
australia,cathedralls,-32.01942825317383,115.45051574707031,Reef break,Right & left,Rocky reef,Intermediate surfer,N
australia,spiders,-32.01306152343750,115.47367095947266,Reef break,Right & left,Rocky reef,Intermediate surfer,N
australia,strickland_bay,-32.02117538452148,115.47901153564453,Reef break,Right & left,Coral reef,Beginners,N
australia,avalon,-32.58716964721680,115.64380645751953,Reef break,Left,Rocky reef,Beginners,N
australia,calypso_reef,-32.61172103881836,115.62612915039062,Reef break,Left,Rocky reef,Beginners,N
australia,hunchies,-32.53492736816406,115.69016265869140,Reef break,Right & left,Sand,Intermediate surfer,N
australia,mandurah_wedge,-32.60363388061523,115.62440490722656,Breakwater / groyne,Right,Sand,Advanced surfer,N
australia,secret_harbour,-32.41230392456055,115.74427032470703,Beach break,Right & left,Sand,Beginners,N
australia,chappys,-33.87868118286133,121.87348175048828,Point break,Right,Sand & Rock,Intermediate surfer,N
australia,middles,-34.01624298095703,122.16796875000000,Reef break,Right,Boulders,Beginners,N
australia,lowlands,-34.97220230102539,117.46891021728516,Point break,Right,Sand,Intermediate surfer,N
australia,nanarup,-35.00168609619141,118.06124114990234,Point break,Right,Sand & Rock,Intermediate surfer,N
australia,ocean_beach,-35.03045272827148,117.33158111572266,Point break,Right,Sand & Rock,Intermediate surfer,N
australia,salmon_holes,-35.10325241088867,117.96812438964844,Reef break,Right,Rocky reef,Advanced surfer,N
australia,sand_patch,-35.07060241699219,117.80178070068360,Beach break,Right & left,Sand,Advanced surfer,N
australia,smiths_reef_,-33.66942596435547,114.99703216552734,Reef break,Right & left,Rocky reef,Intermediate surfer,N
australia,supertubes,-33.65145874023438,115.02022552490234,Reef break,Right & left,Coral reef,Intermediate surfer,N
australia,surfers_point,-33.97739028930664,114.98307800292969,Reef break,Left,Rocky reef,Advanced surfer,N
australia,binningup,-33.15077590942383,115.68637847900390,Reef break,Right & left,Coral reef,Intermediate surfer,N
new_zealand,anchor_bay,-36.36983871459961,174.84118652343750,Beach break,Left,Sand,Beginners,N
new_zealand,army_bay_reef,-36.59849929809570,174.81661987304688,Reef break,Right,Rocky reef,Advanced surfer,N
new_zealand,orere_point,-36.95729827880859,175.24021911621094,Point break,Right & left,Sand & Rock,Beginners,N
new_zealand,orewa_bar_,-36.59747695922852,174.70321655273438,Rivermouth,Right,Sand,Intermediate surfer,N
new_zealand,piha,-36.95078277587891,174.46409606933594,Beach break,Right & left,Sand,Intermediate surfer,N
new_zealand,takapuna_reef,-36.78479385375977,174.77651977539062,Reef break,Right & left,Rocky reef,Beginners,N
new_zealand,cross_roads,-37.65397644042969,176.20883178710938,Beach break,Right & left,Sand,Beginners,N
new_zealand,mount_maunganui,-37.62483596801758,176.18276977539062,Beach break,Right & left,Sand,Beginners,N
new_zealand,ohope,-37.96238708496094,177.03269958496094,Beach break,Right & left,Sand,Beginners,N
new_zealand,papamoa,-37.68924713134766,176.27532958984375,Beach break,Right & left,Sand,Beginners,N
new_zealand,pukehina_beach,-37.79186630249023,176.53077697753906,Beach break,Right & left,Sand,Intermediate surfer,N
new_zealand,whangamata,-37.45305633544922,176.03393554687500,Reef break,Right,Boulders,Beginners,N
new_zealand,makorori_north,-38.65121459960938,178.12605285644530,Beach break,Right & left,Sand,Beginners,N
new_zealand,makorori_point,-38.66262435913086,178.10769653320312,Point break,Right,Rocky reef,Intermediate surfer,N
new_zealand,outside_reef,-37.62775039672852,178.38285827636720,Point break,Right,Boulders,Advanced surfer,N
new_zealand,roberts_road,-38.67122268676758,178.01312255859375,Beach break,Right & left,Sand,Beginners,N
new_zealand,sponge_bay,-38.69968795776367,178.05776977539062,Beach break,Right,Sand & Rock,Beginners,N
new_zealand,the_pipe,-38.67262649536133,178.00010681152344,Beach break,Right & left,Sand,Intermediate surfer,N
new_zealand,wainui_beach,-38.69207382202148,178.08468627929688,Beach break,Right & left,Sand,Beginners,N
new_zealand,kai_iwi,-39.88523864746094,174.89668273925780,Beach break,Right & left,Sand,Beginners,N
new_zealand,"north_mole,_whanganui_rivermouth",-39.94684600830078,174.97976684570312,Beach break,Right & left,Sand,Intermediate surfer,N
new_zealand,south_beach,-39.96277999877930,175.01611328125000,Beach break,Right & left,Sand,Intermediate surfer,N
new_zealand,mangawhai_beach_,-36.07712936401367,174.59936523437500,Beach break,Right & left,Sand,Intermediate surfer,N
new_zealand,sandy_bay,-35.55534362792969,174.47662353515625,Beach break,Right & left,Sand,Beginners,N
new_zealand,the_box,-35.19874954223633,173.06701660156250,Reef break,Right,Rocky reef,Advanced surfer,N
new_zealand,arawhata,-39.41993331909180,173.80162048339844,Beach break,Right,Rocky reef,Intermediate surfer,N
new_zealand,back_beach,-39.07517623901367,174.00042724609375,Beach break,Right,Sand,Beginners,N
new_zealand,fitzroy_beach,-39.03918457031250,174.09364318847656,Beach break,Right & left,Sand,Beginners,N
new_zealand,stent_road,-39.22985839843750,173.76741027832030,Point break,Right,Boulders,Intermediate surfer,N
new_zealand,port_waikato_sunset_beach,-37.38788986206055,174.69601440429688,Beach break,Right & left,Sand,Beginners,N
new_zealand,raglan_-_manu_bay,-37.81982040405273,174.81513977050780,Point break,Left,Rocky reef,Intermediate surfer,N
new_zealand,whangamata_beach,-37.20941543579102,175.87866210937500,Beach break,Right & left,Sand,Unknown,N
new_zealand,airport_reef,-41.33718872070312,174.80778503417970,Reef break,Right & left,Rocky reef,Intermediate surfer,N
new_zealand,ledge,-41.12827682495117,174.78884887695312,Reef break,Left,Rocky reef,Advanced surfer,N
new_zealand,subjects,-41.28559494018555,174.80361938476562,Point break,Right & left,Sand & Rock,Beginners,N
new_zealand,the_wall,-41.32990264892578,174.80415344238280,Breakwater / groyne,Right & left,Sand & Rock,Intermediate surfer,N
new_zealand,uriti,-41.13555145263672,176.05152893066406,Beach break,Right & left,Sand,Intermediate surfer,N
new_zealand,gore_bay,-42.86828994750977,173.31962585449220,Beach break,Right & left,Sand,Beginners,N
new_zealand,waikuku,-43.28920364379883,172.71914672851562,Beach break,Right & left,Sand,Beginners,N
new_zealand,magnet_bay,-43.84483337402344,172.73826599121094,Point break,Left,Boulders,Intermediate surfer,N
new_zealand,new_brighton,-43.50638580322266,172.73175048828125,Beach break,Right & left,Sand,Intermediate surfer,N
new_zealand,scarborough,-43.58039093017578,172.77099609375000,Beach break,Right,Sand,Beginners,N
new_zealand,taylors,-43.60823822021484,172.83142089843750,Beach break,Right,Sand,Intermediate surfer,N
new_zealand,taylors_mistake,-43.58231735229492,172.77786254882812,Beach break,Right & left,Sand,Intermediate surfer,N
new_zealand,te_oka_bay,-43.85275650024414,172.78218078613280,Beach break,Right & left,Sand,Beginners,N
new_zealand,waimari_beach,-43.48163604736328,172.72605895996094,Beach break,Right & left,Sand,Beginners,N
new_zealand,kahutara,-42.43865966796875,173.59634399414062,Reef break,Right,Rocky reef,Intermediate surfer,N
new_zealand,mangamaunu,-42.30473709106445,173.75495910644530,Point break,Right,Rocky reef,Intermediate surfer,N
new_zealand,st_clair_beach,-45.91485595703125,170.49339294433594,Beach break,Right & left,Sand,Beginners,N
new_zealand,st_kilda,-45.90864562988281,170.52064514160156,Beach break,Right & left,Sand,Beginners,N
new_zealand,curio_bay,-46.65373611450195,169.10591125488280,Beach break,Right & left,Sand,Unknown,N
pacific_islands,matuu,-14.30196571350098,-170.68212890625000,Reef break,Right & left,Coral reef,Intermediate surfer,N
pacific_islands,golf_course,-21.20249748229980,-159.82095336914062,Reef break,Left,Coral reef,Advanced surfer,N
pacific_islands,motutapu,-21.24448204040527,-159.72225952148438,Reef break,Right,Boulders,Beginners,N
pacific_islands,hangoa_roa,-27.15203285217285,-109.43945312500000,Reef break,Right & left,Rocky reef,Intermediate surfer,N
pacific_islands,cloudbreak,-17.88465881347656,177.18475341796875,Reef break,Left,Coral reef,Advanced surfer,N
pacific_islands,frigates_passage,-18.47260856628418,177.92315673828125,Reef break,Left,Coral reef,Advanced surfer,N
pacific_islands,restaurants,-17.86190795898438,177.20417785644530,Reef break,Left,Coral reef,Beginners,N
pacific_islands,wilkes_pass,-17.84348678588867,177.16569519042970,Reef break,Right,Coral reef,Intermediate surfer,N
pacific_islands,teahupoo,-17.86701393127441,-149.25570678710938,Reef break,Left,Coral reef,Advanced surfer,N
pacific_islands,gouaro,-21.62511634826660,165.44166564941406,Reef break,Right,Coral reef,Intermediate surfer,N
pacific_islands,nera_left_hander,-21.62228393554688,165.45899963378906,Rivermouth,Right & left,Sand,Beginners,N
pacific_islands,secret,-21.69359016418457,165.45996093750000,Reef break,Left,Coral reef,Advanced surfer,N
pacific_islands,snorky,-21.64246940612793,165.46308898925780,Reef break,Left,Coral reef,Intermediate surfer,N
pacific_islands,kavieng,-2.37236881256104,149.94140625000000,Reef break,Right,Coral reef,Intermediate surfer,N
pacific_islands,kiaps_,-1.95706331729889,147.29472351074220,Reef break,Left,Coral reef,Intermediate surfer,N
pacific_islands,polly_pipes,-8.60546302795410,150.85464477539062,Rivermouth,Right & left,Sand & Rock,Advanced surfer,N
pacific_islands,tupira_mira,-4.49034929275513,145.42808532714844,Reef break,Right,Coral reef,Intermediate surfer,N
pacific_islands,dolphins,-7.46800661087036,158.33529663085938,Reef break,Right & left,Coral reef,Intermediate surfer,N
pacific_islands,papturas,-7.56841611862183,158.77218627929688,Reef break,Right & left,Rocky reef,Intermediate surfer,N
pacific_islands,motels,-21.08637809753418,-175.35424804687500,Reef break,Right & left,Coral reef,Intermediate surfer,N
pacific_islands,pango_point,-17.78627967834473,168.28604125976562,Reef break,Right & left,Coral reef,Intermediate surfer,N
azores,areal_santa_barbara,37.81787109375000,-25.54488563537598,Beach break,Right & left,Sand,Intermediate surfer,N
azores,baia_das_quatro_ribeiras,38.79851531982422,-27.18575477600098,Reef break,Right & left,Rocky reef,Intermediate surfer,N
azores,baixa_da_vila_nova,38.78968429565430,-27.12653160095215,Reef break,Right & left,Rocky reef,Advanced surfer,N
azores,fajã_da_caldeira_de_santo_cristo,38.62116241455078,-27.92037963867188,Point break,Right & left,Rocky reef,Intermediate surfer,N
azores,praia_do_norte,38.61251068115234,-28.76098442077637,Point break,Left,Rocky reef,Intermediate surfer,N
canary_islands,caletta,28.75577163696289,-13.92216682434082,Reef break,Right & left,Rocky reef,Advanced surfer,N
canary_islands,cofete_beach,28.11127853393555,-14.39260482788086,Beach break,Right & left,Sand,Beginners,N
canary_islands,derecha_de_los_alemanes,28.73904609680176,-13.95595169067383,Reef break,Right,Rocky reef,Intermediate surfer,N
canary_islands,el_cotillo,28.67492485046387,-14.01898384094238,Beach break,Right & left,Sand,Beginners,N
canary_islands,el_muelle,28.74304580688477,-13.86390399932861,Point break,Right & left,Rocky reef,Intermediate surfer,N
canary_islands,la_pared,28.21547508239746,-14.22523498535156,Beach break,Right & left,Sand,Beginners,N
canary_islands,majanicho,28.74764442443848,-13.93723011016846,Reef break,Right,Boulders,Intermediate surfer,N
canary_islands,playa_de_esquinzo,28.63591003417969,-14.03142929077148,Beach break,Right & left,Sand,Beginners,N
canary_islands,pop_corn_reef,28.75802803039551,-13.89221191406250,Reef break,Right,Sand & Rock,Advanced surfer,N
canary_islands,rocky_point,28.73390960693359,-13.85624885559082,Reef break,Right & left,Rocky reef,Beginners,N
canary_islands,spew_pits,28.69510459899902,-14.02516365051270,Reef break,Right & left,Rocky reef,Intermediate surfer,N
canary_islands,suicides,28.75923156738281,-13.89584732055664,Reef break,Right & left,Rocky reef,Advanced surfer,N
canary_islands,the_bubble,28.74263954162598,-13.95179939270020,Reef break,Right & left,Rocky reef,Advanced surfer,N
canary_islands,arguineguin,27.75008773803711,-15.68538665771484,Point break,Right,Boulders,Beginners,N
canary_islands,el_confital,28.15722274780273,-15.44282913208008,Reef break,Right,Sand & Rock,Advanced surfer,N
canary_islands,el_lloret,28.13027954101562,-15.45364379882812,Point break,Right,Rocky reef,Advanced surfer,N
canary_islands,la_cicer,28.13406372070312,-15.44845104217529,Beach break,Right & left,Sand,Beginners,N
canary_islands,playa_del_hombre,27.99677848815918,-15.37447071075439,Beach break,Right & left,Sand,Beginners,N
canary_islands,playa_del_ingles,27.75479698181152,-15.56007385253906,Reef break,Right,Boulders,Beginners,N
canary_islands,condesa,28.08345413208008,-17.33760643005371,Reef break,Right & left,Rocky reef,Unknown,N
canary_islands,valle_gran_rey_playa,28.09405517578125,-17.34402275085449,Reef break,Right & left,Rocky reef,Intermediate surfer,N
canary_islands,los_guirres,28.61042594909668,-17.92474174499512,Reef break,Right,Rocky reef,Intermediate surfer,N
canary_islands,nogales,28.76058578491211,-17.74008750915527,Beach break,Right & left,Unknown,Intermediate surfer,N
canary_islands,zamora,28.51478195190430,-17.87525939941406,Reef break,Right & left,Sand & Rock,Intermediate surfer,N
canary_islands,famara_beach,29.11857414245605,-13.55369186401367,Beach break,Right & left,Sand & Rock,Beginners,N
canary_islands,la_santa,29.11235046386719,-13.67051124572754,Reef break,Right,Rocky reef,Intermediate surfer,N
canary_islands,orzola,29.20971298217773,-13.43627929687500,Beach break,Right & left,Sand,Intermediate surfer,N
canary_islands,punta_de_las_mujeres,29.14031791687012,-13.44752311706543,Reef break,Right & left,Rocky reef,Intermediate surfer,N
canary_islands,san_juan,29.12847137451172,-13.57180595397949,Reef break,Left,Rocky reef,Intermediate surfer,N
canary_islands,fitenia,28.05217361450195,-16.73449516296387,Reef break,Right & left,Rocky reef,Advanced surfer,N
canary_islands,la_izquierda,28.06319427490234,-16.73588943481445,Reef break,Left,Coral reef,Advanced surfer,N
canary_islands,las_galletas,28.00629997253418,-16.65802001953125,Point break,Right & left,Rocky reef,Advanced surfer,N
canary_islands,martianez,28.41842842102051,-16.53968048095703,Beach break,Right,Sand & Rock,Beginners,N
canary_islands,socorro,28.39530754089355,-16.60346412658691,Beach break,Right & left,Sand & Rock,Intermediate surfer,N
channel_islands,corblets_bay,49.73051452636719,-2.17342615127563,Beach break,Right & left,Sand,Beginners,N
channel_islands,vazon,49.46746444702148,-2.61560440063477,Beach break,Right & left,Sand,Beginners,N
channel_islands,plemont,49.25917816162109,-2.23485946655273,Beach break,Right & left,Sand,Beginners,N
channel_islands,secrets,49.22369766235352,-2.22987055778503,Beach break,Right & left,Sand,Intermediate surfer,N
channel_islands,st._brelades_bay,49.18388366699219,-2.19258785247803,Beach break,Left,Sand,Beginners,N
channel_islands,watersplash,49.21176528930664,-2.23211288452148,Beach break,Right & left,Sand,Intermediate surfer,N
denmark,agger,56.72005081176758,8.21794509887695,Point break,Right,Sand,Beginners,N
denmark,hornbaek,56.09693908691406,12.46501922607422,Beach break,Right & left,Sand,Beginners,N
denmark,klitmoller,57.03989028930664,8.48994255065918,Point break,Right & left,Sand & Rock,Beginners,N
denmark,vejers_strand,55.62372970581055,8.10859680175781,Beach break,Right & left,Sand,Beginners,N
england,crantock,50.40785980224609,-5.12804031372070,Beach break,Right & left,Sand,Beginners,N
england,crantock_rivermouth,50.40939331054688,-5.12529373168945,Rivermouth,Right,Sand,Beginners,N
england,fistral_beach,50.41776275634766,-5.10417938232422,Beach break,Right & left,Sand,Beginners,N
england,lusty_glaze,50.42377471923828,-5.07044792175293,Beach break,Right & left,Sand,Beginners,N
england,newquay_harbor_wall,50.41756439208984,-5.08778572082520,Beach break,Left,Sand,Intermediate surfer,N
england,tolcarne,50.41907882690430,-5.07366657257080,Beach break,Right & left,Sand,Beginners,N
england,towan,50.41628265380859,-5.08486747741699,Beach break,Right & left,Sand,Beginners,N
england,watergate_bay,50.44045257568359,-5.05920410156250,Beach break,Right & left,Sand,Beginners,N
england,whipsiderry,50.42807006835938,-5.05624294281006,Reef break,Right & left,Sand & Rock,Advanced surfer,N
england,boobys,50.53667068481445,-5.03165245056152,Beach break,Right & left,Sand,Beginners,N
england,bude_area,50.83022689819336,-4.55383300781250,Beach break,Right & left,Boulders,Intermediate surfer,N
